x-coordinate,y-coordinate
1.958932,0.912671
0.202567,0.220729
0.252114,-0.381384
-0.927788,-0.681659
1.940989,1.459202
1.768633,0.800926
-0.074238,1.522568
0.030568,1.133949
-0.705213,1.831999
0.746149,1.069658
0.117953,1.052917
-0.387742,-0.087198
1.212487,-0.717904
1.619904,-0.074575
-0.084245,1.781757
1.813439,0.387294
-0.61103,-0.856472
-0.467317,0.928617
-0.312128,1.269166
0.070155,1.782006
1.690283,0.251258
-0.62154,1.337242
0.964868,1.89168
1.413677,1.9891
0.125101,1.418883
0.661828,-0.155544
0.788972,0.993707
-0.812814,-0.088201
-0.588434,0.643377
0.574542,-0.790636
1.56334,1.726827
1.397326,1.104862
0.092173,1.431186
1.698395,-0.276201
-0.071558,-0.44869
-0.599519,1.097408
1.35036,-0.417535
1.677284,1.890858
0.613398,-0.485521
-0.523461,0.989564
-0.827992,-0.023094
-0.246088,-0.388849
-0.891723,0.454151
-0.813045,1.009597
1.006039,-0.183748
-0.314347,-0.05711
-0.258027,1.865261
0.851295,-0.194343
-0.320972,0.930023
0.591364,-0.363195
0.557406,0.537699
-0.7904,0.333522
-0.506108,-0.578925
-0.723051,-0.008427
0.507511,1.008773
1.436176,0.306386
-0.718677,0.53887
0.055477,0.08261
1.536484,-0.350067
0.459073,1.238592
-0.471731,1.191891
0.015981,1.034978
1.375975,-0.405746
-0.588394,-0.497949
0.691499,-0.809562
1.299921,-0.317932
1.174359,-0.485373
0.920018,1.915131
-0.451851,-0.13555
-0.703559,1.544041
-0.031393,-0.262485
1.068839,0.445296
1.096892,-0.783594
0.343485,0.885958
-0.139183,1.318086
1.721106,0.57045
0.648083,-0.775115
1.185797,0.714267
0.288216,0.123816
1.092258,1.09786
0.717431,0.797729
-0.310158,0.168231
-0.6443,-0.093923
-0.366084,-0.505513
-0.236851,0.716193
-0.318949,0.378974
0.292645,-0.384298
0.724586,-0.64366
1.887829,-0.620375
0.357015,0.865441
-0.462246,-0.09265
-0.25863,1.693414
0.02665,-0.307545
-0.844143,0.151046
0.121363,0.516948
0.741518,-0.691779
-0.798971,-0.094063
1.409786,0.223172
0.566144,-0.131972
0.471721,0.643012
-0.875421,-0.78053
-0.493255,1.000194
0.523455,0.80966
1.445225,0.722087
1.929369,0.682925
-0.708896,-0.984547
-0.473522,1.531257
-0.577289,0.900056
1.734998,-0.538739
-0.28304,0.590662
1.453764,-0.685009
1.419754,0.196894
1.70292,-0.941663
0.067174,-0.23288
0.947391,1.428311
0.727147,0.383619
0.07641,-0.4697
1.862828,1.26954
0.218495,-0.557096
-0.989961,1.129589
-0.793548,-0.325512
-0.332719,-0.400893
1.062013,-0.448052
0.901905,-0.282745
0.339677,0.342722
0.889826,0.302841
1.02944,0.5042
0.279934,1.706882
0.691696,0.910443
-0.566812,0.925832
0.376682,0.604654
0.783651,0.03073
-0.349774,-0.124932
0.510136,1.97079
0.202259,0.096276
1.694868,1.240163
0.702219,-0.269027
1.252136,-0.819777
-0.471549,-0.082958
1.169632,1.194963
0.664196,-0.807879
-0.383214,-0.482381
1.261489,1.951429
1.875188,-0.103413
0.234014,-0.445792
0.42136,1.19464
0.870292,1.2895
-0.994398,0.158946
-0.620835,0.191072
-0.570394,0.621321
-0.915612,-0.476376
1.287616,-0.31856
0.56813,1.453916
-0.856072,1.597435
0.222316,1.613676
1.648482,-0.332404
0.580581,0.94931
-0.789228,1.520852
0.023418,0.907914
-0.689605,-0.406438
1.684096,-0.088165
-0.622819,1.583365
0.25953,0.721895
1.856828,1.011098
0.368158,-0.660686
1.13501,0.150158
1.231526,0.22395
1.738863,0.060458
-0.318616,1.539334
1.457666,1.478751
0.510665,-0.693712
1.489644,1.382728
1.23827,1.852482
1.058634,0.479736
-0.970603,0.760595
-0.072353,1.821567
0.001801,1.797316
1.073986,-0.190047
0.02824,-0.660672
0.204058,-0.419077
-0.202539,0.662912
-0.659446,1.249373
1.131791,1.951814
0.071863,1.543986
-0.135078,-0.975447
0.417649,-0.231192
1.882414,1.387195
-0.290287,-0.691866
1.525831,1.430045
-0.761918,-0.769094
1.260645,0.725943
-0.195103,-0.833535
0.28642,0.829639
1.040262,0.884066
1.630702,1.323882
0.65835,1.033765
0.936623,-0.208371
1.407742,1.339284
1.044077,-0.475796
1.432419,-0.443082
0.25104,0.411402
1.30062,0.294491
1.065492,-0.975981
1.238804,-0.550602
0.170126,1.914857
1.238046,0.257169
0.294255,1.633277
0.641206,-0.655795
1.901248,-0.824019
1.763441,1.674492
0.693899,-0.403419
1.442305,-0.226974
1.038809,-0.046988
-0.331791,1.25869
-0.436334,-0.18563
1.011689,-0.868148
1.274424,0.079054
0.214633,0.606509
1.5952,-0.958319
1.929703,0.416492
0.198287,-0.654941
0.683049,1.329157
0.196773,0.098924
-0.788081,-0.984911
1.971936,-0.914631
0.665357,-0.231927
1.052257,-0.105913
-0.614214,-0.639493
1.160127,1.663703
1.01608,0.773969
1.285877,1.36825
-0.435996,-0.533927
-0.454112,-0.544975
-0.983198,-0.983178
0.088974,-0.785242
0.214899,0.722506
-0.199198,1.950758
1.257518,-0.91346
0.270458,1.717875
-0.14754,0.076724
-0.833617,0.25002
0.062402,0.554851
1.760259,-0.284034
1.890243,1.799023
1.41276,-0.378731
1.270447,-0.789914
-0.234875,1.20361
-0.052357,-0.250595
1.50902,1.392331
1.523462,0.318198
0.348368,0.608085
0.866958,1.095382
1.050766,1.222384
-0.794412,0.115559
0.595165,0.609765
0.596038,1.777484
0.246766,1.915316
-0.818993,-0.213174
-0.02357,-0.371956
-0.326327,0.540322
1.583601,1.260291
1.998354,-0.63112
0.246499,1.714511
-0.475847,-0.97823
1.922905,1.722436
0.8342,-0.539338
-0.099955,-0.445757
0.923487,0.951022
0.211513,1.862802
0.972532,0.346366
0.589013,0.112348
0.531545,-0.565429
0.778658,-0.058769
0.632771,1.275416
0.519601,-0.051706
0.288392,0.375695
0.059622,-0.561045
0.579199,-0.491806
-0.773667,0.417765
0.747718,1.90434
0.408159,-0.429752
1.283281,-0.363744
-0.618816,1.237795
-0.934579,1.846613
-0.132777,0.27386
0.744068,-0.526242
1.369569,1.411206
0.324331,-0.404278
0.742151,0.522765
1.635395,-0.049128
-0.591621,1.588972
-0.606323,0.760512
1.400658,-0.327007
0.763484,0.63779
1.6168,0.414228
1.122276,0.347635
0.849911,0.052601
0.502588,0.277496
-0.00371,1.992661
0.306828,-0.238525
